Name	Set	ImageFile	OfficialSet	Type	Brigade	Strength	Toughness	Class	Identifier	SpecialAbility	Rarity	Reference	Sound	Alignment	Legality
Words of Encouragement (Wa)	War	Words_of_Encouragement_(Wa)	Warriors	GE	White	4	3			Holder may interrupt the battle, draw 3 cards from the top of own draw pile, and play the next enhancement card.	Rare	Deuteronomy 20:3-6		Good	
Words of the Accuser (RoJ AB)	RoJ (AB)	RoJ_AB_N124-Words-of-the-Accuser	Revelation of John (Alternate Border)	EE	Orange	5	0	Weapon	X = # of your demons	You may discard this card to decrease a Hero X/X.	Common	Revelation 12:10		Evil	Rotation
Words of the Accuser (RoJ)	RoJ	124-Words-of-the-Accuser	Revelation of John	EE	Orange	5	0	Weapon	X = # of your demons	You may discard this card to decrease a Hero X/X.	Common	Revelation 12:10		Evil	Rotation
Work with Your Hands	TEC	Work_with_Your_Hands	Early Church	GE	Clay			Territory	X=# of Heroes set aside with this card	If played during your Preparation or Battle phase, set aside all of your clay Thessalonian Heroes for 1 turn. On return, discard up to X cards (limit 3) from hand to draw 2 for each card discarded this way.	Common	I Thessalonians 4:10-11		Good	Rotation
Worked to Exhaustion	Ap	Worked_to_Exhaustion_(Ap)	Apostles	EE	Gray					One N.T. Hero of 6/6 or less in a player's territory decreases to (1/3) until Hero is discarded.	Uncommon	II Corinthians 6:5		Evil	
Workers with Familiar Spirits	Prp	Workers_with_Familiiar_Spirits_(Pr)	Prophets	Evil Character	Pale Green	4	4				Uncommon	II Kings 23:24		Evil	
Working Together	AW	Working_Together_(AW)	Angel Wars	GE	Green/Silver					Hero may band to any Hero having the same biblical book reference as this Hero.	Rare	III John 8		Good	
Worldly Wisdom	TEC	Wordly_Wisdom_(EC)	Early Church	EE	Black	2	2	Territory		Negate a Site or Artifact. If used by a character with scholar or philosopher in the title, search your deck for an evil or neutral card.	Rare	I Corinthians 1:22		Evil	Rotation
Worldly Woman	AW	Worldly_Woman_(AW)	Angel Wars	Evil Character	Crimson	3	7		Human	If a demon is in battle, character is immune to convert abilities this turn.	Common	I Peter 3:3		Evil	
Worse than the First	Di	Worse_than_the_First_(Di)	Disciples	EE	Orange			Territory		Return up to seven of your generic demons in Tartaros, set-aside area, or Land of Bondage to territory or, seach discard pile for a generic demon.	Fixed	Luke 11:26		Evil	
Worship of Edom (LoC)	LoC	LoC_019-Worship-of-Edom-R	Lineage of Christ	Curse	Crimson	4	2		Idol	EE: Negate and discard a Hero. ART: During battle, you may discard this card to add your evil Edomite to battle.	Rare	II Chronicles 25:14		Evil	Rotation
Worship of Milcom	Ki	Worship_of_Milcom_(Ki)	Kings	EE	Black					Set Evil Character aside for 3 turns.  Character returns with abilities 1/1 or 12/12.  Abilities must be announced when character returns.	Common	I Kings 11:33		Evil	
Worship of Nisroch (LoC)	LoC	LoC_224-Worship-of-Nisroch	Lineage of Christ	EE	Orange/Pale Green	4	2	Territory		You may take an Assyrian king or an evil weapon from Reserve. If used by an Assyrian, discard all other characters in battle.	Common	II Kings 19:37		Evil	Rotation
Worshipper of False Gods	Pri	Worshipper_of_False_Gods_(Pi)	Priests	Evil Character	Gray	6	5		Generic	If Asherah Pole or an Artifact depicting an idol is in play, opponent must discard a card from hand.	Common	Deuteronomy 17:3		Evil	
Worshipping Demons	FoOF	Worshipping_Demons_(FF)	Faith of Our Fathers	EE	Orange	0	3			If an Artifact depicting an idol or evil altar is in play, protect all Lost Souls from rescue. End the battle. Cannot be negated.	Fixed	Revelation 9:20		Evil	
Worshipping Demons (Roots)	RR	212-Worshipping-Demons.jpg	Roots	EE	Orange	0	6		Gospel	If an idol or a Curse is active, end the battle. Otherwise, protect Lost Souls from rescue.		Matthew 4:9		Evil	Rotation
Worshipping God	AW	Worshipping_God_(AW)	Angel Wars	GE	Silver					Set a Hero aside. While set aside, holder's covenants are protected from being discarded or deactivated by evil cards.	Common	Luke 2:13-14		Good	
Wounded	AW	Wounded_(AW)	Angel Wars	EE	Brown					Place this card on a Hero.  While this card is there, Hero's abilities are decreased 0/5.  Cannot be prevented by a good card.	Common	I Samuel 30:10		Evil	
Wrath of Cain	Pat	Wrath_of_Cain_(Pa)	Patriarchs	EE	Black	3	3			Discard a green brigade male Hero in play or set-aside area.	Common	Genesis 4:8		Evil	
Wrath of Satan	War	Wrath_of_Satan_(Wa)	Warriors	EE	Black					Discard all Heroes in play.	Rare	Revelation 12:12		Evil	
Wrestling with God	Pat	Wrestling_with_God_(Pa)	Patriarchs	GE	Red	3	2			Search opponent's discard pile and select one good enhancement and add it to your hand.	Uncommon	Genesis 32:24		Good	
Yoke of Iron	Prp	Yoke_of_Iron_(Pr)	Prophets	EE	Black					Opponent must select and discard two of his enhancements currently in the Field of Battle.	Rare	Jeremiah 28:14		Evil	
Yoke of Iron (Roots)	RR	182-Yoke-of-Iron.jpg	Roots	EE	Crimson	1	4			Capture a character (or up to 3 characters if used by a Babylonian) to a player.		Jeremiah 28:14		Evil	Rotation
You Are the Christ	I	You_Are_the_Christ_(I)	I	GE	Purple	3	3			Discard an evil card.	Deck	Matthew 16:16		Good	Rotation
You Will Be Well (1st Print - K)	K1P	K22-1P-You-Will-Be-Well	K Starter (1st Print)	GE	Green	5	2			Negate an evil card. Opponent must topdeck an evil card from hand.	Starter	I Samuel 16:16		Good	Rotation
You Will Be Well [K]	K	K22-You-Will-Be-Well	K Starter	GE	Green	5	2			Negate an evil card. Opponent must topdeck an evil card from hand.	Starter	I Samuel 16:16		Good	Rotation
You Will Remain	CoW	You_Will_Remain_(CoW)	Cloud of Witnesses	Covenant	Clay/White	0	7		Involves Music	If opponent uses an evil 'end the battle' ability this turn, you may begin a new battle. If an opponent removes your last Hero from battle, you may remove this from the game to add your Hero to battle.	Rare	Hebrews 1:11-12  Psalm 102:26-27		Good	Rotation
You Will Remain (CoW AB)	CoW (AB)	CoW_AB_N08-You-Will-Remain-R	Cloud of Witnesses (Alternate Border)	Covenant	Clay/White	0	7		Involves music	If opponent uses an evil “end the battle” ability this turn, you may begin a new battle. If an opponent removes your last Hero from battle, you may remove this from the game to add your Hero to battle.	Rare	Hebrews 1:11-12		Good	Rotation
Your God Will Be My God (LoC)	LoC	LoC_160-Your-God-Will-be-My-God	Lineage of Christ	GE	Red/White	6	1			Negate an evil or neutral card. If used by a Ruth Hero, discard that card unless it is human. Cannot be negated if used by a meek Hero.	Common	Ruth 1:16		Good	Rotation
Zaccheus	Ap	Zaccheus_(Ap)	Apostles	Hero	Gold	5	2			Holder may search draw pile for one Fortress card.  Shuffle draw pile.	Uncommon	Luke 19:5		Good	
Zaccheus, the Repentant / Zaccheus, Tax Collector (GoC)	GoC	045-Zaccheus-R	Gospel of Christ	Hero/Evil Character	Gold/Crimson	5(4)	6(5)	Territory	(Evil) Thief, X = # of your thieves	HERO: You may reserve an evil card in play or a set-aside area. If you do not, you may choose an Evil Character to block. EC: While another thief is in play, negate Enhancements in opponents' territories. If blocking, you may draw X.	Rare	Luke 19:2		Neutral	Rotation
Zadok	Pri	Zadok_(Pi)	Priests	Hero	Teal	10	10	Warrior	Tabernacle high prest, house of Eleazar	Discard all evil cards on David and/or King Solomon.  May band to Ahimaaz.	Uncommon	II Samuel 8:17		Good	
Zadok (PoC)	PoC	060-Zadok-R	Prophecies of Christ	Hero	Red/Teal	9	7	Warrior	Tabernacle High Priest, House of Eleazar	You may activate a Tabernacle Artifact from Artifact pile or Reserve. May band to a Tabernacle priest or an O.T. green prophet. Cannot be interrupted.	Rare	II Samuel 8:17		Good	Rotation
Zadok Annoints Solomon	TxP	Zadok_Anoints_Solomon_(TxP)	Thesaurus ex Preteritus	GE	Teal			Territory		If used by a Tabernacle Priest, search deck for an O.T. good card with a brigade other than teal.	Fixed	I Kings 1:39		Good	
Zadok Anoints Solomon (Roots)	RR	062-Zadok-Anoints-Solomon.jpg	Roots	GE	Clay	3	2			You may take a good O.T. card from deck.		I Kings 1:39		Good	Rotation
Zadok, Ark Carrier	IR	055-Zadok-Ark-Carrier	Israel's Rebellion	Hero	Clay	4	9	Warrior	Tabernacle High Priest	You may reserve an O.T. card from hand to negate Enhancements. You may draw 2.	Common	II Samuel 15:24		Good	Rotation
Zadok, the Consummate / Zadok, the Unassuming (LoC)	LoC	LoC_106-Zadok	Lineage of Christ	Hero	Gold (Gold/Red)	10(2)	2(10)	Star	O.T., Postexilic, X = # of your meek postexilic Heroes (O.T., Postexilic)	STAR: Topdeck a good card from Reserve. TOP: Negate black humans. You may banish up to X evil cards from a discard pile. May band to a meek gold Hero. BOTTOM: Meek	Common	Matthew 1:14		Good	Rotation
Zalmon	RoA	Zalmon(RA)	Rock of Ages	Hero	Red	8	6	Warrior	Fought Earthly Battle	Search opponent's discard pile for a Lost Soul and place it into his territory to discard an evil weapon.	Fixed	II Samuel 23:28		Good	
Zeal for the Lord	Pri	Zeal_for_the_Lord_(Pi)	Priests	GE	Teal					Interrupt the battle and discard two Evil Characters of different brigades.  Cannot be negated if used by Phinehas, son of Eleazar.	Rare	Numbers 25:11		Good	
Zeal for the Lord (Roots)	RR	065-Zeal-for-the-Lord.jpg	Roots	GE	Clay	0	0			Discard up to 2 Evil Characters.		Numbers 25:11		Good	Rotation
Zebulun	FoOF	Zebulun_(FF)	Faith of Our Fathers	Hero	Blue	3	3		Patriarch, son of Jacob	Draw a card. If all of your Heroes in play are Genesis Heroes, Zebulun ignores Evil Characters with tougness greater than the number of cards in your hand.	Fixed	Genesis 49:13		Good	
Zebulun, the Steadfast	IR	042-Zebulun-the-Steadfast-R	Israel's Rebellion	Hero	Blue	3	10		[X = # of cards in opponent’s hand] Patriarch, Son of Jacob	You may draw 2. While alone, restrict opponent from playing Enhancements on Evil Characters with strength X or greater.	Rare	Genesis 49:13		Good	Rotation
Zechariah (Pi)	Pri	Zechariah_(Pi)	Priests	Hero	Teal	5	6		Prophet, Priest	This Hero may use good Enhancements with a Zechariah reference, regardless of brigade color.  Cannot be negated.	Uncommon	Zechariah 1:1		Good	
Zechariah (Pr)	Prp	Zechariah_(Pr)	Prophets	Hero	Green	5	6				Common	Zechariah 1:1		Good	
Zechariah (RoA)	RoA	Zechariah_(RA)	Rock of Ages	Hero	Green/Teal	5	6		Prophet, Zerubbabel's Temple Priest	Zechariah may use good enhancements with a Zechariah reference, regardless of brigade. Negate special abilities on N.T. Enhancements.	Fixed	Zechariah 1:1		Good	
Zechariah, Son of Jehoiada (LoC)	LoC	LoC_075-Zechariah-R	Lineage of Christ	Hero	Green/Teal	5	6	Cloud	Prophet, Priest, House of Eleazar	While alone, toss all Enhancements. If this card is discarded, discard all blocking Evil Characters after battle.	Rare	II Chronicles 24:20		Good	Rotation
Zechariah, the Renewer	PoC	207-Zechariah-R	Prophecies of Christ	Hero	Green/Teal	11	12		Minor Prophet, Zerubbabel’s Temple Priest	(Star) Topdeck a * card from Reserve. (Hero) If you control another minor prophet, negate characters (except * cards). If you control another Temple priest, negate Enhancements (except * cards).	Rare	Zechariah 1:1		Good	Rotation
Zechariah, the Silent (GoC)	GoC	055-Zechariah	Gospel of Christ	Hero	Teal/White	8	11		Gospel, Herod's Temple Priest, Nativity, Prophet	If opponent has hand advantage, you may draw 2. May band to Elizabeth, or you may prevent the next Enhancement played by opponent. Cannot be negated.	Common	Luke 1:5		Good	Rotation
Zecharias, Father of John	Pri	Zecharias_Father_of_John_(Pi)	Priests	Hero	Teal	3	4		Herod's Temple priest, prophet	This Hero has access to Herod's Temple Site.  If Gabriel is in play, prevent the special ability on the next evil card played this battle.  May band to Elisabeth.	Uncommon	Luke 1:67-69		Good	
Zelophehad, the Lone	IR	096-Zelophehad-the-Lone	Israel's Rebellion	Evil Character	Brown	3	4		Wilderness	If alone, you may play an evil O.T. Fortress from deck or draw 2. Cannot be interrupted.	Common	Numbers 27:3		Evil	Rotation
Zelophehad's Sin	10A	Zelophehad's_Sin_(H)	10th Anniversary	EE	Brown					Discard all blocking evil characters, and remove one hero in battle from the game.	Deck	Numbers 27:3		Evil	
Zelophehad's Sin [IR]	IR	100-Zelophehads-Sin	Israel's Rebellion	EE	Brown	2	3			Interrupt the battle. Bounce up to 2 Heroes. Regardless of protect abilities if an O.T. Curse is in play.	Common	Numbers 27:3		Evil	Rotation
Zephaniah	Prp	Zephaniah_(Pr)	Prophets	Hero	Blue	5	4				Common	Zephaniah 3:17		Good	
Zephaniah (PoC)	PoC	204-Zephaniah	Prophecies of Christ	Hero	Green	3	9		Minor Prophet, X = # of your minor prophets	(Star) Discard an evil card from a Reserve. (Hero) You may reveal X random cards from a hand: Shuffle an evil card. Cannot be interrupted if a king of Judah is in play.	Common	Zephaniah 1:1		Good	Rotation
Zerah, the Ethiopian (LoC)	LoC	LoC_196-Zerah-the-Ethiopian-R	Lineage of Christ	Evil Character	Gold	7	9	Warrior	Egyptian	You may take Army of a Million Men or an evil weapon from deck (or Reserve if a meek card is in play). May band to a generic warrior. Cannot be interrupted by a good card.	Rare	II Chronicles 14:9		Evil	Rotation
Zeresh	Pri	Zeresh_(Pi)	Priests	Evil Character	Brown	2	3			Protect Zeresh and Haman from conversion.  May band to Haman to search the top 6 cards of your draw pile for an evil card.  Return the rest in any order.	Uncommon	Esther 5:14		Evil	
Zeresh, Wife of Haman (Roots)	RR	163-Zeresh.jpg	Roots	Evil Character	Brown	2	3		Persian	You may look at the top 6 cards of deck: Take up to 1 evil card. May band to Haman.		Esther 5:14		Evil	Rotation
Zeresh Advises Haman	RoA	Zeresh_Advises_Haman_(RA)	Rock of Ages	EE	Brown				X = number of each opponent's good brigades in play	Set aside your Persian for three turns. On return discard X Heroes and a random face-down Artifact from each opponent's territory.	Fixed	Esther 5:14		Evil	
Zerubbabel	Pmo-P1	Zerubbabel_(Promo)	Promo	Hero	White	12	8			Search deck for a good card with a Nehemiah or Ezra reference and add it to hand or battle.	Promo	Ezra 3:2		Good	
Zerubbabel, the Chosen / Zerubbabel, the Builder (LoC Plus)	LoC	107-Zerubbabel-UR-Plus	Lineage of Christ	Hero	Gold (Gold/Red)	3(12)	2(8)	Star	Postexilic	STAR: Play a good Temple from deck. TOP: You may convert this card to meek to draw 2. May band to a postexilic Hero, or you may play a postexilic Hero from deck. BOTTOM: Meek	Ultra Rare	Ezra 3:8		Good	Rotation
Zerubbabel, the Chosen / Zerubbabel, the Builder (LoC)	LoC	LoC_107-Zerubbabel-UR	Lineage of Christ	Hero	Gold (Gold/Red)	3(12)	2(8)	Star	Postexilic	STAR: Play a good Temple from deck. TOP: You may convert this card to meek to draw 2. May band to a postexilic Hero, or you may play a postexilic Hero from deck. BOTTOM: Meek	Ultra Rare	Ezra 3:8		Good	Rotation
Zerubbabel’s Plumb Line (LoC)	LoC	LoC_161-Zerubbabels-Plumb-Line-R	Lineage of Christ	GE	Gold/Red	3	3	Territory, Star	X = # of evil cards in opponent’s banish pile	STAR: Reveal hand: If there is no Hero, take one from deck. GE: Topdeck a good card from Reserve (or deck if used by a meek Hero). You may banish up to X evil cards in battle.	Rare	Zechariah 4:10		Good	Rotation
Zerubbabel's Temple	FoOF	Zerubbabel's_Temple_(FF)	Faith of Our Fathers	Fortress					Holds one temple artifact, except ark of the covenant and tables of the law	Protect your Zerubbabel's Temple Priests from capture, conversion, and removal from the game. Only one good Temple or Tabernacle may be in a player's territory.	Fixed	Ezra 6:5		Good	
Zerubbabel's Temple (LoC)	LoC	LoC_028-Zerubbabels-Temple-R	Lineage of Christ	Fortress					Holds a Zerubbabel’s Temple Artifact	If your postexilic Hero attacks, you may topdeck a good card from Reserve. Each upkeep, you may reserve a feast or offering from hand. If you do, play a Lost Soul from a deck or banish an evil Enhancement.	Rare	Ezra 6:3		Good	Rotation
Zillah	FoM	016-Zillah	Fall of Man	Evil Character	Pale Green	2	4		Antediluvian	You may take Tubal-Cain from deck. If Lamech is in battle, you may take an evil card with a discard ability from Reserve. Cannot be interrupted.	Common	Genesis 4:19		Evil	Rotation
Zimri, son of Salu	RoA	Zimri_son_of_Salu_(RA)	Rock of Ages	Evil Character	Brown	5	5		Israelite	Interrupt Wall of Protection. May band to a female Evil Character of any brigade ecept brown to decrease a Hero in play by 0/6.	Fixed	Numbers 25:14		Evil	
Zimri, Son of Salu [IR]	IR	097-Zimri-Son-of-Salu	Israel's Rebellion	Evil Character	Brown	2	5		Wilderness	Negate a good card or reserve a multi-brigade card. You may reserve an O.T. Curse from discard pile.	Common	Numbers 25:14		Evil	Rotation
Zion	FoM	107-Zion	Fall of Man	City	Purple/Good				Unity Heroes (Royalty)	SITE: If you play this Site, you may take a Hero from deck or discard pile. FORT: If your lone Hero attacks, you may take a good O.T. card from Reserve.	Common	II Samuel 5:9-10		Good	Rotation
Zipporah	IR	069-Zipporah	Israel's Rebellion	Hero	White	3	5		Wilderness	Opponent must discard the top card of deck or an evil card from Reserve. May band to Moses. Cannot be interrupted.	Common	Exodus 2:21		Good	Rotation
Zophar, the Naamathite (RoJ AB)	RoJ (AB)	RoJ_AB_N105-Zophar-the-Naamathite	Revelation of John (Alternate Border)	Evil Character	Brown	3	11			If you control no human Heroes (except Job), you may exchange a good card from hand with an evil Enhancement from discard pile or Reserve. May band to a Job Evil Character. Cannot be interrupted.	Common	Job 11:1-2		Evil	Rotation
Zophar, the Naamathite (RoJ)	RoJ	105-Zophar-the-Naamathite	Revelation of John	Evil Character	Brown	3	11			If you control no human Heroes (except Job), you may exchange a good card from hand with an Evil Enhancement in discard pile or Reserve. May band to a Job Evil Character. Cannot be interrupted.	Common	Job 11:1-2		Evil	Rotation
